,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
2659,Jordan Henderson,Central Midfield,21,Sunderland,Premier League,Liverpool,Premier League,12,8.5,18.0,2
2660,Érik Lamela,Right Winger,19,River Plate,Primera B Nacional,AS Roma,Serie A,12,5.0,17.0,1
2661,Daniel Osvaldo,Centre-Forward,25,Espanyol,LaLiga,AS Roma,Serie A,12,10.0,16.0,1
2662,Alessandro Matri,Centre-Forward,26,Cagliari Calcio,Serie A,Juventus,Serie A,12,16.5,15.5,1
2663,Stephan El Shaarawy,Left Winger,18,Genoa,Serie A,AC Milan,Serie A,12,7.0,15.5,1
2664,Mirko Vucinic,Second Striker,27,AS Roma,Serie A,Juventus,Serie A,12,22.0,15.0,1
2665,Romelu Lukaku,Centre-Forward,18,RSC Anderlecht,Jupiler Pro League,Chelsea,Premier League,12,15.0,15.0,1
2666,Domenico Criscito,Left-Back,24,Genoa,Serie A,Zenit S-Pb,Premier Liga,12,12.5,15.0,3
2667,Yuri Zhirkov,Left Midfield,27,Chelsea,Premier League,Anzhi,Premier Liga,12,12.0,15.0,2
2668,Balázs Dzsudzsák,Left Winger,24,PSV Eindhoven,Eredivisie,Anzhi,Premier Liga,12,14.0,14.0,1
2669,Christopher Samba,Centre-Back,27,Blackburn,Premier League,Anzhi, Russia,12,12.0,14.0,3
2670,Alex Oxlade-Chamberlain,Right Midfield,17,Southampton,Championship,Arsenal,Premier League,12,2.5,13.8,2
2671,Raúl Meireles,Central Midfield,28,Liverpool,Premier League,Chelsea,Premier League,12,16.0,13.5,2
2672,Jérôme Boateng,Centre-Back,22,Man City,Premier League,Bayern Munich ,1.Bundesliga,12,15.0,13.5,3
2673,Pizzi,Central Midfield,22,Braga,Liga NOS,Atlético Madrid,LaLiga,12,7.5,13.5,2
2674,Eduardo Vargas,Centre-Forward,22,U. de Chile,Primera División,SSC Napoli,Serie A,12,6.0,13.5,1
2675,Arda Turan,Left Winger,24,Galatasaray,Süper Lig,Atlético Madrid,LaLiga,12,15.5,13.0,1
2676,Danilo,Right-Back,19,Santos FC,Serie A,FC Porto,Liga NOS,12,5.0,13.0,3
2677,Roman Eremenko,Attacking Midfield,24,Dynamo Kyiv,Premier Liga,Rubin Kazan,Premier Liga,12,6.5,12.9,2
2678,Arturo Vidal,Central Midfield,24,Bay. Leverkusen,1.Bundesliga,Juventus,Serie A,12,20.0,12.5,2
2679,Edinson Cavani,Centre-Forward,24,US Palermo,Serie A,SSC Napoli,Serie A,12,24.5,12.0,1
2680,Gervinho,Left Winger,24,LOSC Lille,Ligue 1,Arsenal,Premier League,12,16.0,12.0,1
2681,Mikel Arteta,Central Midfield,29,Everton,Premier League,Arsenal,Premier League,12,15.0,12.0,2
2682,Bojan Krkic,Second Striker,20,FC Barcelona,LaLiga,AS Roma,Serie A,12,15.0,12.0,1
2683,Papiss Demba Cissé,Centre-Forward,26,SC Freiburg,1.Bundesliga,Newcastle,Premier League,12,13.5,12.0,1
2684,Bryan Ruíz,Left Midfield,26,FC Twente,Eredivisie,Fulham,Premier League,12,12.5,12.0,2
2685,Stefan Savic,Centre-Back,20,Partizan,SuperLiga,Man City,Premier League,12,6.0,12.0,3
2686,Thiago Motta,Defensive Midfield,29,Inter,Serie A,Paris SG,Ligue 1,12,15.0,11.5,2
2687,Per Mertesacker,Centre-Back,26,Werder Bremen,1.Bundesliga,Arsenal,Premier League,12,10.0,11.3,3
2688,Peter Crouch,Centre-Forward,30,Spurs,Premier League,Stoke City,Premier League,12,10.0,11.3,1
2689,Jérémy Toulalan,Defensive Midfield,27,Olympique Lyon,Ligue 1,Málaga CF,LaLiga,12,18.0,11.0,2
2690,Kévin Gameiro,Centre-Forward,24,FC Lorient,Ligue 1,Paris SG,Ligue 1,12,13.5,11.0,1
2691,Miralem Pjanic,Central Midfield,21,Olympique Lyon,Ligue 1,AS Roma,Serie A,12,9.0,11.0,2
2692,Charles N'Zogbia,Right Winger,25,Wigan,Premier League,Aston Villa,Premier League,12,9.0,10.8,1
2693,Fabio Quagliarella,Centre-Forward,28,SSC Napoli,Serie A,Juventus,Serie A,12,17.5,10.5,1
2694,Ricardo Álvarez,Attacking Midfield,23,Vélez Sarsfield,Torneo Final,Inter,Serie A,12,3.5,10.5,2
2695,Nuri Sahin,Defensive Midfield,22,Bor. Dortmund,1.Bundesliga,Real Madrid,LaLiga,12,20.0,10.0,2
2696,Marco Borriello,Centre-Forward,29,AC Milan,Serie A,AS Roma,Serie A,12,13.0,10.0,1
2697,Moussa Sow,Centre-Forward,26,LOSC Lille,Ligue 1,Fenerbahce,Süper Lig,12,12.0,10.0,1
2698,Vágner Love,Centre-Forward,27,CSKA Moscow, Russia,Flamengo,Série A,12,12.0,10.0,1
2699,Emmanuel Emenike,Centre-Forward,24,Fenerbahce,Süper Lig,Spartak Moscow,Premier Liga,12,6.0,10.0,1
2700,Bernd Leno,Goalkeeper,19,VfB Stuttgart,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,12,5.0,10.0,4
2701,Raphaël Varane,Centre-Back,18,Lens,Ligue 2,Real Madrid,LaLiga,12,4.0,10.0,3
2702,Stephan Lichtsteiner,Right-Back,27,Lazio,Serie A,Juventus,Serie A,12,9.0,9.93,3
2703,Alex Sandro,Left-Back,20,Maldonado,Segunda División,FC Porto,Liga NOS,12,1.8,9.6,3
2704,Wilson Palacios,Defensive Midfield,26,Spurs,Premier League,Stoke City,Premier League,12,14.0,9.0,2
2705,Eljero Elia,Left Winger,24,Hamburger SV,1.Bundesliga,Juventus,Serie A,12,12.5,9.0,1
2706,Christian Träsch,Defensive Midfield,23,VfB Stuttgart,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,12,10.0,9.0,2
2707,Axel Witsel,Central Midfield,22,Standard Liège,Jupiler Pro League,Benfica,Liga NOS,12,10.0,9.0,2
2708,Cristián Zapata,Centre-Back,24,Udinese Calcio,Serie A,Villarreal CF,LaLiga,12,9.0,9.0,3
2709,Dimitri Payet,Attacking Midfield,24,Saint-Étienne,Ligue 1,LOSC Lille,Ligue 1,12,9.0,9.0,2
2710,Sébastien Frey,Goalkeeper,31,Fiorentina,Serie A,Genoa,Serie A,12,8.5,9.0,4
2711,Roman Pavlyuchenko,Centre-Forward,30,Spurs,Premier League,Loko Moscow, Russia,12,8.5,9.0,1
2712,Emmanuel Emenike,Centre-Forward,24,Karabükspor,Süper Lig,Fenerbahce,Süper Lig,12,6.0,9.0,1
2713,Brown Ideye,Centre-Forward,22,FC Sochaux,Ligue 1,Dynamo Kyiv,Premier Liga,12,6.0,9.0,1
2714,Blerim Dzemaili,Central Midfield,25,Parma,Serie A,SSC Napoli,Serie A,12,5.0,9.0,2
2715,Connor Wickham,Centre-Forward,18,Ipswich,Championship,Sunderland,Premier League,12,4.0,9.0,1
2716,Miguel Britos,Centre-Back,26,Bologna,Serie A,SSC Napoli,Serie A,12,3.5,9.0,3
2717,Thibaut Courtois,Goalkeeper,19,KRC Genk,Jupiler Pro League,Chelsea,Premier League,12,4.0,8.95,4
2718,Elias,Central Midfield,26,Atlético Madrid,LaLiga,Sporting CP,Liga NOS,12,7.0,8.85,2
2719,Roberto,Goalkeeper,25,Benfica,Liga NOS,Real Zaragoza,LaLiga,12,5.6,8.6,4
2720,André Schürrle,Left Winger,20,1.FSV Mainz 05,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,12,12.5,8.5,1
2721,Emiliano Viviano,Goalkeeper,26,Inter,Serie A,US Palermo,Serie A,12,10.0,8.5,4
2722,Ricardo Rodríguez,Left-Back,19,FC Zürich,Super League,VfL Wolfsburg,1.Bundesliga,12,7.5,8.5,3
2723,Dries Mertens,Centre-Forward,24,FC Utrecht,Eredivisie,PSV Eindhoven,Eredivisie,12,6.0,8.5,1
2724,Gary Cahill,Centre-Back,26,Bolton,Premier League,Chelsea,Premier League,12,13.0,8.4,3
2725,Charlie Adam,Central Midfield,25,Blackpool,Championship,Liverpool,Premier League,12,4.5,8.4,2
2726,Darío Conca,Attacking Midfield,28,Fluminense,Serie A,GZ Evergrande,Super League,12,6.0,8.2,2
2727,Alberto Gilardino,Centre-Forward,29,Fiorentina,Serie A,Genoa,Serie A,12,16.0,8.0,1
2728,Jérémy Ménez,Second Striker,24,AS Roma,Serie A,Paris SG,Ligue 1,12,15.0,8.0,1
2729,Kevin De Bruyne,Attacking Midfield,20,KRC Genk,Jupiler Pro League,Chelsea,Premier League,12,9.0,8.0,2
2730,Christian Noboa,Central Midfield,26,Rubin Kazan, Russia,Dinamo Moscow, Russia,12,8.0,8.0,2
2731,Víctor Ruiz,Centre-Back,22,SSC Napoli,Serie A,Valencia CF,LaLiga,12,8.0,8.0,3
2732,Blaise Matuidi,Central Midfield,24,Saint-Étienne,Ligue 1,Paris SG,Ligue 1,12,8.0,8.0,2
2733,José Enrique,Left-Back,25,Newcastle,Premier League,Liverpool,Premier League,12,7.5,8.0,3
2734,Sílvio,Right-Back,23,Braga,Liga NOS,Atlético Madrid,LaLiga,12,7.5,8.0,3
2735,Mohamed Sissoko,Defensive Midfield,26,Juventus,Serie A,Paris SG,Ligue 1,12,7.5,8.0,2
2736,Christian Benítez,Centre-Forward,25,Santos Laguna,Liga MX Clausura,América,Liga MX Clausura,12,6.5,8.0,1
2737,Roger Johnson,Centre-Back,28,Birmingham,Championship,Wolves,Premier League,12,5.0,8.0,3
2738,Jonathan de Guzmán,Central Midfield,23,RCD Mallorca,LaLiga,Villarreal CF,LaLiga,12,5.0,8.0,2
2739,Nolan Roux,Centre-Forward,23,Stade Brest 29,Ligue 1,LOSC Lille,Ligue 1,12,4.75,8.0,1
2740,Matías Silvestre,Centre-Back,26,Catania,Serie A,US Palermo,Serie A,12,3.5,8.0,3
2741,Sebastián Coates,Centre-Back,20,Nacional,Primera División,Liverpool,Premier League,12,2.5,8.0,3
2742,Gaël Clichy,Left-Back,25,Arsenal,Premier League,Man City,Premier League,12,15.0,7.75,3
2743,Fabio Borini,Left Winger,20,Parma,Serie A,AS Roma,Serie A,12,4.8,7.6,1
2744,Kevin-Prince Boateng,Central Midfield,24,Genoa,Serie A,AC Milan,Serie A,12,15.0,7.5,2
2745,Mamadou Niang,Centre-Forward,31,Fenerbahce,Süper Lig,Al Sadd,Stars League,12,11.5,7.5,1
2746,Simone Pepe,Right Winger,27,Udinese Calcio,Serie A,Juventus,Serie A,12,9.0,7.5,1
2747,Pablo Piatti,Left Winger,22,UD Almería,LaLiga2,Valencia CF,LaLiga,12,9.0,7.5,1
2748,Lucas Piazón,Left Winger,18,FC São Paulo B, Brazil,Chelsea,Premier League,12,7.5,7.5,1
2749,Ander Herrera,Central Midfield,21,Real Zaragoza,LaLiga,Athletic Bilbao,LaLiga,12,7.5,7.5,2
2750,Youssef El Arabi,Centre-Forward,24,SM Caen,Ligue 1,Hilal,Professional League,12,6.5,7.5,1
2751,Felipe Caicedo,Centre-Forward,22,Levante UD,LaLiga,Loko Moscow,Premier Liga,12,5.0,7.5,1
2752,Dentinho,Attacking Midfield,22,Corinthians,Serie A,Shakhtar D.,Premier Liga,12,3.0,7.5,2
2753,Maarten Stekelenburg,Goalkeeper,28,AFC Ajax,Eredivisie,AS Roma,Serie A,12,11.0,7.33,4
2754,Emanuele Giaccherini,Left Winger,26,RC Cesena,Serie A,Juventus,Serie A,12,5.0,7.25,1
2755,André Santos,Attacking Midfield,28,Fenerbahce,Süper Lig,Arsenal,Premier League,12,8.5,7.0,2
2756,Kévin Constant,Defensive Midfield,24,Chievo Verona,Serie A,Genoa,Serie A,12,5.5,7.0,2
2757,Tim Matavz,Centre-Forward,22,FC Groningen,Eredivisie,PSV Eindhoven,Eredivisie,12,5.5,7.0,1
2758,Thiago Neves,Attacking Midfield,26,Hilal,Professional League,Fluminense,Série A,12,4.5,7.0,2
2759,Diego Tardelli,Centre-Forward,26,Anzhi, Russia,Al Gharafa,Stars League,12,2.5,7.0,1
2760,Scott Dann,Centre-Back,24,Birmingham,Championship,Blackburn,Premier League,12,4.5,6.8,3
2761,Fernando Muslera,Goalkeeper,25,Lazio,Serie A,Galatasaray,Süper Lig,12,12.0,6.75,4
2762,Eliaquim Mangala,Centre-Back,20,Standard Liège,Jupiler Pro League,FC Porto,Liga NOS,12,5.0,6.75,3
2763,Diniyar Bilyaletdinov,Attacking Midfield,26,Everton,Premier League,Spartak Moscow, Russia,12,6.5,6.7,2
2764,Mevlüt Erdinc,Centre-Forward,24,Paris SG,Ligue 1,Stade Rennais,Ligue 1,12,7.25,6.6,1
2765,Nikica Jelavic,Centre-Forward,26,Rangers,Premiership,Everton,Premier League,12,5.0,6.6,1
2766,Craig Gardner,Central Midfield,24,Birmingham,Championship,Sunderland,Premier League,12,4.0,6.6,2
2767,Ju-yeong Park,Centre-Forward,26,Monaco,Ligue 2,Arsenal,Premier League,12,7.0,6.5,1
2768,Alexander Merkel,Central Midfield,19,AC Milan,Serie A,Genoa,Serie A,12,3.5,6.5,2
2769,Scott Parker,Central Midfield,30,West Ham,Championship,Spurs,Premier League,12,14.0,6.2,2
2770,Borja Valero,Central Midfield,26,West Brom,Premier League,Villarreal CF,LaLiga,12,12.0,6.0,2
2771,Adil Rami,Centre-Back,25,LOSC Lille,Ligue 1,Valencia CF,LaLiga,12,12.0,6.0,3
2772,Steven Defour,Central Midfield,23,Standard Liège,Jupiler Pro League,FC Porto,Liga NOS,12,12.0,6.0,2
2773,Dani Parejo,Central Midfield,22,Getafe CF,LaLiga,Valencia CF,LaLiga,12,8.0,6.0,2
2774,Nacho Monreal,Left-Back,25,CA Osasuna,LaLiga,Málaga CF,LaLiga,12,7.0,6.0,3
2775,Demy de Zeeuw,Central Midfield,28,AFC Ajax,Eredivisie,Spartak Moscow,Premier Liga,12,6.5,6.0,2
2776,Emmanuel Rivière,Centre-Forward,21,Saint-Étienne,Ligue 1,Toulouse,Ligue 1,12,5.25,6.0,1
2777,Wesley,Central Midfield,24,Werder Bremen,1.Bundesliga,Palmeiras,Série A,12,4.5,6.0,2
2778,Nikola Kalinic,Centre-Forward,23,Blackburn,Premier League,Dnipro,Premier Liga,12,4.5,6.0,1
2779,Nabil Dirar,Right Midfield,25,Club Brugge,Jupiler Pro League,Monaco,Ligue 2,12,3.5,6.0,2
2780,Fernando,Defensive Midfield,30,G. Bordeaux,Ligue 1,Shabab,Professional League,12,3.0,6.0,2
2781,Marcelo Moreno,Centre-Forward,24,Shakhtar D.,Premier Liga,Grêmio,Série A,12,2.8,6.0,1
2782,Djibril Cissé,Centre-Forward,29,Panathinaikos,Super League,Lazio,Serie A,12,2.9,5.8,1
2783,Bobby Zamora,Centre-Forward,31,Fulham,Premier League,QPR,Premier League,12,8.0,5.8,1
2784,Giovanni Sio,Centre-Forward,22,FC Sion,Super League,VfL Wolfsburg,1.Bundesliga,12,4.5,5.8,1
2785,Mehdi Carcela-González,Right Winger,22,Standard Liège,Jupiler Pro League,Anzhi,Premier Liga,12,4.0,5.7,1
2786,Davide Santon,Left-Back,20,Inter,Serie A,Newcastle,Premier League,12,7.5,5.65,3
2787,Ezequiel Garay,Centre-Back,24,Real Madrid,LaLiga,Benfica,Liga NOS,12,10.0,5.5,3
2788,Rafinha,Right-Back,25,Genoa,Serie A,Bayern Munich ,1.Bundesliga,12,8.0,5.5,3
2789,Ilkay Gündogan,Central Midfield,20,1.FC Nuremberg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,12,6.5,5.5,2
2790,Bruno César,Left Midfield,22,Corinthians,Serie A,Benfica,Liga NOS,12,6.0,5.5,2
2791,Ivan Perisic,Left Winger,22,Club Brugge,Jupiler Pro League,Bor. Dortmund,1.Bundesliga,12,6.0,5.5,1
2792,Leroy Fer,Central Midfield,21,Feyenoord,Eredivisie,FC Twente,Eredivisie,12,5.5,5.5,2
2793,Maxi Moralez,Attacking Midfield,24,Vélez Sarsfield,Torneo Final,Atalanta,Serie A,12,5.0,5.3,2
2794,Édgar Barreto,Central Midfield,27,Atalanta,Serie A,US Palermo,Serie A,12,3.5,5.3,2
2795,Matt Mills,Centre-Back,24,Reading,Championship,Leicester,Championship,12,0.75,5.3,3
2796,Adrian Mierzejewski,Attacking Midfield,24,Pol. Warsaw,Ekstraklasa,Trabzonspor,Süper Lig,12,3.0,5.25,2
2797,Federico Marchetti,Goalkeeper,28,Cagliari Calcio,Serie A,Lazio,Serie A,12,5.5,5.2,4
2798,Shane Long,Centre-Forward,24,Reading,Championship,West Brom,Premier League,12,2.0,5.1,1
2799,Ricky van Wolfswinkel,Centre-Forward,22,FC Utrecht,Eredivisie,Sporting CP,Liga NOS,12,6.0,5.08,1
2800,Alex,Centre-Back,29,Chelsea,Premier League,Paris SG,Ligue 1,12,13.0,5.0,3
2801,Alou Diarra,Defensive Midfield,29,G. Bordeaux,Ligue 1,Marseille,Ligue 1,12,12.0,5.0,2
2802,Yohan Cabaye,Central Midfield,25,LOSC Lille,Ligue 1,Newcastle,Premier League,12,11.0,5.0,2
2803,Didier Zokora,Defensive Midfield,30,Sevilla FC,LaLiga,Trabzonspor,Süper Lig,12,10.0,5.0,2
2804,Diego Forlán,Second Striker,32,Atlético Madrid,LaLiga,Inter,Serie A,12,10.0,5.0,1
2805,Mehmet Ekici,Attacking Midfield,21,Bayern Munich ,1.Bundesliga,Werder Bremen,1.Bundesliga,12,6.5,5.0,2
2806,José Callejón,Right Winger,24,Espanyol,LaLiga,Real Madrid,LaLiga,12,6.5,5.0,1
2807,Georginio Wijnaldum,Central Midfield,20,Feyenoord,Eredivisie,PSV Eindhoven,Eredivisie,12,6.5,5.0,2
2808,Djibril Cissé,Centre-Forward,30,Lazio,Serie A,QPR,Premier League,12,6.0,5.0,1
2809,Ikechukwu Uche,Centre-Forward,27,Real Zaragoza,LaLiga,Villarreal CF,LaLiga,12,5.0,5.0,1
2810,Ahmed Musa,Centre-Forward,19,VVV-Venlo,Eredivisie,CSKA Moscow, Russia,12,5.0,5.0,1
2811,Rúben Micael,Attacking Midfield,24,FC Porto,Liga NOS,Atlético Madrid,LaLiga,12,4.9,5.0,2
2812,Gabriel Torje,Right Winger,21,Dinamo Bukarest,Liga 1,Udinese Calcio,Serie A,12,4.5,5.0,1
2813,Jonathan,Right-Back,25,Santos FC,Serie A,Inter,Serie A,12,4.5,5.0,3
2814,Éder,Second Striker,24,Brescia,Serie B,RC Cesena,Serie A,12,4.2,5.0,1
2815,Ibson,Central Midfield,27,Spartak Moscow,Premier Liga,Santos FC,Série A,12,3.5,5.0,2
2816,Simone Padoin,Central Midfield,27,Atalanta,Serie A,Juventus,Serie A,12,3.5,5.0,2
2817,Sergey Davydov,Centre-Forward,26,Kuban Krasnodar, Russia,Rubin Kazan, Russia,12,3.0,5.0,1
2818,Nemanja Matic,Defensive Midfield,22,Chelsea,Premier League,Benfica,Liga NOS,12,3.0,5.0,2
2819,Dudu,Right Midfield,19,Cruzeiro,Serie A,Dynamo Kyiv,Premier Liga,12,0.75,5.0,2
2820,Derek Boateng,Defensive Midfield,28,Getafe CF,LaLiga,Dnipro,Premier Liga,12,2.5,4.88,2
2821,Alessandro Diamanti,Second Striker,28,Brescia,Serie B,Bologna,Serie A,12,4.0,4.86,1
2822,Alexander Gerndt,Centre-Forward,25,Helsingborg,Allsvenskan,FC Utrecht,Eredivisie,12,4.0,4.8,1
2823,Serdar Kesimal,Centre-Back,22,Kayserispor,Süper Lig,Fenerbahce,Süper Lig,12,6.0,4.75,3
2824,Nedum Onuoha,Centre-Back,25,Man City,Premier League,QPR,Premier League,12,7.5,4.7,3
2825,Jean Beausejour,Left-Back,27,Birmingham,Championship,Wigan,Premier League,12,2.0,4.7,3
2826,Oriol Romeu,Defensive Midfield,19,FC Barcelona B,LaLiga2,Chelsea,Premier League,12,2.5,4.6,2
2827,Yuto Nagatomo,Left-Back,24,RC Cesena,Serie A,Inter,Serie A,12,8.5,4.5,3
2828,Shaun Wright-Phillips,Right Winger,29,Man City,Premier League,QPR,Premier League,12,8.0,4.5,1
2829,Alan Hutton,Right-Back,26,Spurs,Premier League,Aston Villa,Premier League,12,7.5,4.5,3
2830,Achille Emaná,Attacking Midfield,29,Real Betis,LaLiga,Hilal,Professional League,12,7.0,4.5,2
2831,John O'Shea,Centre-Back,30,Man Utd,Premier League,Sunderland,Premier League,12,6.5,4.5,3
2832,Jajá,Centre-Forward,25,Trabzonspor,Süper Lig,Al-Ahli (UAE), United Arab Emirates,12,6.0,4.5,1
2833,Vedad Ibisevic,Centre-Forward,27,TSG Hoffenheim,1.Bundesliga,VfB Stuttgart,1.Bundesliga,12,6.0,4.5,1
2834,Andrea Lazzari,Central Midfield,26,Cagliari Calcio,Serie A,Fiorentina,Serie A,12,5.5,4.5,2
2835,Manu del Moral,Centre-Forward,27,Getafe CF,LaLiga,Sevilla FC,LaLiga,12,5.5,4.5,1
2836,David N'Gog,Centre-Forward,22,Liverpool,Premier League,Bolton,Premier League,12,5.0,4.5,1
2837,Cameron Jerome,Centre-Forward,25,Birmingham,Championship,Stoke City,Premier League,12,4.5,4.5,1
2838,Kevin Strootman,Central Midfield,21,FC Utrecht,Eredivisie,PSV Eindhoven,Eredivisie,12,4.0,4.5,2
2839,Pape Diakhaté,Centre-Back,27,Dynamo Kyiv,Premier Liga,Granada CF,LaLiga,12,3.75,4.5,3
2840,Jonathan Legear,Right Winger,24,RSC Anderlecht,Jupiler Pro League,Akhmat Grozny,Premier Liga,12,3.5,4.5,1
2841,Zé Love,Second Striker,23,Santos FC,Serie A,Genoa,Serie A,12,3.0,4.5,1
2842,Nacer Barazite,Attacking Midfield,21,Austria Vienna,Bundesliga,Monaco,Ligue 2,12,3.0,4.5,2
2843,José Ángel,Left-Back,21,Sporting Gijón,LaLiga,AS Roma,Serie A,12,3.0,4.5,3
2844,Diego Buonanotte,Attacking Midfield,23,River Plate,Primera B Nacional,Málaga CF,LaLiga,12,2.7,4.5,2
2845,Franco Vázquez,Attacking Midfield,22,Belgrano,Torneo Final,US Palermo,Serie A,12,2.4,4.5,2
2846,Ali Al-Habsi,Goalkeeper,29,Bolton,Premier League,Wigan,Premier League,12,2.0,4.3,4
2847,Joaquín,Right Winger,29,Valencia CF,LaLiga,Málaga CF,LaLiga,12,10.0,4.2,1
2848,Mirel Radoi,Defensive Midfield,30,Hilal,Professional League,Al-Ain FC, United Arab Emirates,12,3.0,4.2,2
2849,Emiliano Viviano,Goalkeeper,25,Bologna,Serie A,Inter,Serie A,12,12.0,4.1,4
2850,Vieirinha,Left-Back,25,PAOK Saloniki,Super League,VfL Wolfsburg,1.Bundesliga,12,8.0,4.0,3
2851,Jádson,Attacking Midfield,28,Shakhtar D.,Premier Liga,São Paulo,Série A,12,7.5,4.0,2
2852,Abdoulay Konko,Right-Back,27,Genoa,Serie A,Lazio,Serie A,12,5.0,4.0,3
2853,Julien Féret,Central Midfield,29,AS Nancy,Ligue 1,Stade Rennais,Ligue 1,12,5.0,4.0,2
2854,Nelson Valdez,Centre-Forward,27,Hércules CF,LaLiga2,Rubin Kazan,Premier Liga,12,5.0,4.0,1
2855,Ivo Ilicevic,Left Winger,24,1.FC K'lautern,1.Bundesliga,Hamburger SV,1.Bundesliga,12,5.0,4.0,1
2856,Sokratis,Centre-Back,23,AC Milan,Serie A,Genoa,Serie A,12,5.0,4.0,3
2857,Mustafa Pektemek,Centre-Forward,22,Genclerbirligi,Süper Lig,Besiktas,Süper Lig,12,4.5,4.0,1
2858,Vladimir Gabulov,Goalkeeper,27,Dinamo Moscow,Premier Liga,Anzhi,Premier Liga,12,3.8,4.0,4
2859,Kolbeinn Sigthórsson,Centre-Forward,21,AZ Alkmaar,Eredivisie,AFC Ajax,Eredivisie,12,3.5,4.0,1
2860,Marlos,Right Winger,23,Rentistas,Primera División,Metalist,Premier Liga,12,3.0,4.0,1
2861,Henri Bienvenu,Centre-Forward,23,BSC Young Boys,Super League,Fenerbahce,Süper Lig,12,2.5,4.0,1
2862,Gabriel Silva,Left-Back,20,Palmeiras,Serie A,Granada CF,LaLiga,12,2.5,4.0,3
2863,Santiago García,Centre-Forward,20,Nacional,Primera División,Atlético-PR,Série A,12,2.0,4.0,1
2864,Alan Patrick,Central Midfield,20,Santos FC,Serie A,Shakhtar D.,Premier Liga,12,1.5,4.0,2
2865,Marco Rossi,Centre-Back,23,Parma,Serie A,RC Cesena,Serie A,12,1.3,4.0,3
2866,Salvatore Sirigu,Goalkeeper,24,US Palermo,Serie A,Paris SG,Ligue 1,12,10.0,3.9,4
2867,Danny Graham,Centre-Forward,25,Watford,Championship,Swansea,Premier League,12,1.5,3.9,1
2868,Ryan Bennett,Centre-Back,21,Peterborough,Championship,Norwich,Premier League,12,0.25,3.85,3
2869,Umut Bulut,Centre-Forward,28,Trabzonspor,Süper Lig,Toulouse,Ligue 1,12,6.0,3.8,1
2870,Christian Fuchs,Left-Back,25,1.FSV Mainz 05,1.Bundesliga,FC Schalke 04,1.Bundesliga,12,5.0,3.8,3
2871,Juan Jesus,Centre-Back,20,Internacional,Serie A,Inter,Serie A,12,3.0,3.8,3
2872,Fábio Rochemback,Central Midfield,30,Grêmio,Serie A,DL Yifang,Super League,12,2.0,3.79,2
2873,Robbie Keane,Centre-Forward,31,Spurs,Premier League,Los Angeles,MLS,12,7.0,3.75,1
2874,Shay Given,Goalkeeper,35,Man City,Premier League,Aston Villa,Premier League,12,5.5,3.75,4
2875,Jeffren,Right Winger,23,FC Barcelona,LaLiga,Sporting CP,Liga NOS,12,5.0,3.75,1
2876,Jamie O'Hara,Central Midfield,24,Spurs,Premier League,Wolves,Premier League,12,4.5,3.75,2
2877,Marco Motta,Right-Back,25,Udinese Calcio,Serie A,Juventus,Serie A,12,3.5,3.75,3
2878,Paulo Henrique,Centre-Forward,22,Desp. Brasil, Brazil,Trabzonspor,Süper Lig,12,3.0,3.75,1
2879,Volkan Sen,Right Winger,24,Bursaspor,Süper Lig,Trabzonspor,Süper Lig,12,4.7,3.6,1
2880,Marvin Sordell,Centre-Forward,20,Watford,Championship,Bolton,Premier League,12,1.0,3.6,1
2881,Kléber,Centre-Forward,21,Atlético-MG,Serie A,FC Porto,Liga NOS,12,1.3,3.56,1
2882,José Antonio Reyes,Right Winger,28,Atlético Madrid,LaLiga,Sevilla FC,LaLiga,12,15.0,3.5,1
2883,Diego Capel,Left Winger,23,Sevilla FC,LaLiga,Sporting CP,Liga NOS,12,8.0,3.5,1
2884,Maxwell,Left-Back,30,FC Barcelona,LaLiga,Paris SG,Ligue 1,12,7.0,3.5,3
2885,Barreto,Second Striker,25,Bari,Serie B,Udinese Calcio,Serie A,12,7.0,3.5,1
2886,Emmanuel Eboué,Right-Back,28,Arsenal,Premier League,Galatasaray,Süper Lig,12,6.0,3.5,3
2887,Nicolas N'Koulou,Centre-Back,21,Monaco,Ligue 2,Marseille,Ligue 1,12,5.0,3.5,3
2888,Jonathan Pitroipa,Right Winger,25,Hamburger SV,1.Bundesliga,Stade Rennais,Ligue 1,12,4.5,3.5,1
2889,Thiago Silva,Centre-Back,27,AC Milan,Serie A,Paris SG,Ligue 1,13,38.0,42.0,3
2890,Hulk,Right Winger,26,FC Porto,Liga NOS,Zenit S-Pb,Premier Liga,13,37.0,40.0,1
2891,Lucas Moura,Right Winger,20,São Paulo,Serie A,Paris SG,Ligue 1,13,35.0,40.0,1
2892,Javi Martínez,Defensive Midfield,24,Athletic Bilbao,LaLiga,Bayern Munich ,1.Bundesliga,13,30.0,40.0,2
2893,Axel Witsel,Central Midfield,23,Benfica,Liga NOS,Zenit S-Pb,Premier Liga,13,20.0,40.0,2
2894,Eden Hazard,Left Winger,21,LOSC Lille,Ligue 1,Chelsea,Premier League,13,33.0,35.0,1
